hour,CellID,datetime,internet,calls,sms,population,traffic
258,3200,2013-11-11 18:00:00,40.61482479165511,4.88443699622369,5.046975684812923,5.5999664396579,44.7997315172632
259,3200,2013-11-11 19:00:00,41.68534345027352,3.051916378450349,3.514339070921941,5.362930245506433,42.90344196405147
260,3200,2013-11-11 20:00:00,37.69923202034924,1.9627386133383173,3.3255675177922677,5.032959351966814,40.26367481573451
261,3200,2013-11-11 21:00:00,40.844308550348394,0.8307703628346436,3.715373264569463,4.9727425044657645,39.781940035726116
262,3200,2013-11-11 22:00:00,32.136710999314545,0.727113550057829,1.7822688044004735,4.46064348616853,35.68514788934824
263,3200,2013-11-11 23:00:00,29.78556315234369,0.23229211480725293,0.735171803762246,4.093469905071202,32.747759240569614
264,3200,2013-11-12 00:00:00,25.455803622664,0.03892299883946268,0.7926149927729769,3.5576571956777316,28.461257565421857
265,3200,2013-11-12 01:00:00,20.760193921848487,0.02019056191239343,0.3836097352091311,3.041814485702255,24.33451588561804
266,3200,2013-11-12 02:00:00,17.956681992701913,0.018732436927069253,0.2360389502642501,2.6004063467433247,20.803250773946598
267,3200,2013-11-12 03:00:00,19.09024434679808,0.02019056191239343,0.15423387037252656,2.4363825134683927,19.491060107747142
268,3200,2013-11-12 04:00:00,17.940791907910594,0.018732436927069253,0.1960731191826376,2.3332683914235632,18.666147131388506
269,3200,2013-11-12 05:00:00,25.153504343944558,0.11391570325629241,0.36910238319078614,2.6253235568884734,21.00258845510779
270,3200,2013-11-12 06:00:00,42.737635205395485,0.7864931135056112,2.3417720380061926,3.892134689370737,31.137077514965895
271,3200,2013-11-12 07:00:00,50.59954266183383,3.091398281275813,3.7970167684197027,5.661366683513832,45.29093346811066
272,3200,2013-11-12 08:00:00,54.51244499101525,5.416047485684556,4.385281396051378,6.441680733442776,51.53344586754221
273,3200,2013-11-12 09:00:00,42.3261381498107,5.644391459405355,3.9319847132967842,5.928125840402731,47.425006723221856
274,3200,2013-11-12 10:00:00,45.132258750337385,4.653947058852417,4.031347357712772,5.637665353155167,45.10132282524133
275,3200,2013-11-12 11:00:00,40.60118684599183,4.883485343159661,3.98137532740752,5.47228025319287,43.778242025542966
276,3200,2013-11-12 12:00:00,44.46168803935628,3.7923353275128715,4.801435844395132,5.769237430754314,46.153899446034515
277,3200,2013-11-12 13:00:00,46.99423383093036,5.00008624140299,3.897877759056181,6.016908253317854,48.13526602654284
278,3200,2013-11-12 14:00:00,45.80328008993234,4.906539659014231,3.872722492453507,5.830070769060795,46.64056615248636
279,3200,2013-11-12 15:00:00,40.668694622532435,5.890037690100374,3.977848371341989,5.529495308664418,44.235962469315346
280,3200,2013-11-12 16:00:00,40.36175947059966,6.490389355856261,5.06979852920138,5.383155039192533,43.065240313540265
281,3200,2013-11-12 17:00:00,55.87451072956806,6.2621225035047985,5.940307585588055,5.954827834809702,47.638622678477624
282,3200,2013-11-12 18:00:00,46.15742389950106,4.417451260942864,4.92636784069442,5.922610917066536,47.38088733653229
283,3200,2013-11-12 19:00:00,42.73804151158034,2.957967419268478,4.944024461289812,5.534429658440582,44.275437267524666
284,3200,2013-11-12 20:00:00,41.678374621047325,2.664117850912699,4.017703403045147,5.237567643778517,41.900541150228136
285,3200,2013-11-12 21:00:00,42.038529434013924,1.1078815630870351,2.5028565190641316,5.201780554782728,41.61424443826182
286,3200,2013-11-12 22:00:00,40.99180798532997,0.8747588627934334,2.5598197182652185,5.224387819077272,41.795102552618175
287,3200,2013-11-12 23:00:00,27.497198557810496,0.30972281974300386,0.9561388192177285,4.278631197827459,34.22904958261967
288,3200,2013-11-13 00:00:00,24.4349165791814,0.09762126684814439,0.6211068104587053,3.5107055497035264,28.085644397628215
289,3200,2013-11-13 01:00:00,23.158496839690873,0.05765543576653194,0.1369595584307815,3.4128454426711765,27.302763541369416
290,3200,2013-11-13 02:00:00,25.437097047684293,0.05911356075185613,0.13550143344545731,3.218883275457626,25.75106620366101
291,3200,2013-11-13 03:00:00,18.377295013492397,0.09470501687749604,0.17296630729959578,2.6014833181226558,20.81186654498125
292,3200,2013-11-13 04:00:00,18.925697830005944,0.03892299883946268,0.22776844980403207,2.341305814002075,18.7304465120166
293,3200,2013-11-13 05:00:00,23.957257782280944,0.14852728384833525,0.5634513746921733,2.500957153396305,20.007657227170444
294,3200,2013-11-13 06:00:00,40.6800298706211,0.7392860683000418,2.676539538446744,4.123451867430302,32.987614939442416
295,3200,2013-11-13 07:00:00,58.64545451345132,3.1422938375959237,3.7677618935872106,6.079338869794039,48.634710958352315
296,3200,2013-11-13 08:00:00,55.335201471891075,4.990885276211837,3.515904077831689,6.154770407164159,49.238163257313275
297,3200,2013-11-13 09:00:00,52.34432580827813,5.795368101381455,3.7561466999973065,5.6876602552324025,45.50128204185923
298,3200,2013-11-13 10:00:00,39.47848357429035,5.113177037977353,3.9637816635206797,5.250205950945753,42.00164760756603
299,3200,2013-11-13 11:00:00,41.70414780010649,4.58578027581637,5.093296627241627,5.37989505929472,43.039160474357764
300,3200,2013-11-13 12:00:00,49.81434770132028,5.643900294003566,3.391455827771852,5.360955595267546,42.88764476214037
301,3200,2013-11-13 13:00:00,50.59013498118068,3.9965064939516632,3.325078103949327,5.976845250221806,47.81476200177445
302,3200,2013-11-13 14:00:00,46.07276674196129,5.0262133344210955,3.689258586062681,5.672760705236097,45.38208564188878
303,3200,2013-11-13 15:00:00,43.18203031643536,5.7837022045700985,5.161119325633614,5.5793679266315594,44.63494341305248
304,3200,2013-11-13 16:00:00,42.724185215409115,5.750976744183289,6.717907376456808,5.427311644728892,43.41849315783114
305,3200,2013-11-13 17:00:00,45.359596996368765,5.858503220608396,5.141196975706665,5.632180773352744,45.05744618682195
306,3200,2013-11-13 18:00:00,48.70723796122956,5.259963990696173,4.867777307830859,5.8966119116765165,47.17289529341214
307,3200,2013-11-13 19:00:00,42.99884880768321,3.978585620809803,3.764848013930305,5.661799881626723,45.29439905301379
308,3200,2013-11-13 20:00:00,47.99148683627799,2.1588611433236187,3.3778129835063186,5.572476049518128,44.579808396145026
309,3200,2013-11-13 21:00:00,34.44557928421495,1.1397891404642304,3.2190318580271002,4.764010417627621,38.11208334102097
310,3200,2013-11-13 22:00:00,30.579434964472537,0.9668993357790762,1.9429633441690985,4.347850333334355,34.78280266667484
311,3200,2013-11-13 23:00:00,27.899404355849516,0.26586086315714597,1.3643031801247079,3.8895565588681547,31.116452470945237
312,3200,2013-11-14 00:00:00,24.46856120018991,0.2415827008353043,0.505380646182467,3.3567674934676615,26.854139947741295
313,3200,2013-11-14 01:00:00,21.228235607593923,0.08076224764957372,0.4094205503070204,2.9229865220485167,23.383892176388134
314,3200,2013-11-14 02:00:00,19.28501957216898,0.03461158059204285,0.17588255727024418,2.66916194423659,21.353295553892725
315,3200,2013-11-14 03:00:00,18.49560627024621,0.03461158059204285,0.1369595584307815,2.3718831894096484,18.975065515277187
316,3200,2013-11-14 04:00:00,17.882686861644405,0.04038112382478686,0.2609848621193035,2.3230088946952057,18.584071157561645
317,3200,2013-11-14 05:00:00,24.361773692598053,0.09372514134389898,0.3480182790834911,2.5014229452734233,20.011383562187387
318,3200,2013-11-14 06:00:00,47.48919243873703,0.6090894745414902,1.8223209688207813,3.8112031052300437,30.48962484184035
319,3200,2013-11-14 07:00:00,54.85918460099732,3.6541808599964503,3.8703623282159865,5.9445548016263725,47.55643841301098
320,3200,2013-11-14 08:00:00,52.22985295118529,4.8631760937748725,3.526674905563554,6.233179019012422,49.86543215209938
321,3200,2013-11-14 09:00:00,41.420738104261915,4.8166195279602215,4.642984126259523,5.437182050206384,43.49745640165107
322,3200,2013-11-14 10:00:00,40.9742963357683,6.079638547812268,4.968667374157602,5.202184284307423,41.61747427445938
323,3200,2013-11-14 11:00:00,38.06581375162015,5.5867021223648345,4.948399466201612,4.879446371547188,39.035570972377506
324,3200,2013-11-14 12:00:00,43.358431633620064,4.399861119020032,4.0571637869145425,5.197649427708918,41.581195421671346
325,3200,2013-11-14 13:00:00,48.89053001219764,4.460543625128141,3.683599233245039,5.582870410604761,44.662963284838085
326,3200,2013-11-14 14:00:00,44.98484594571467,6.063690768634321,7.342311915310535,5.706174375690628,45.64939500552502
327,3200,2013-11-14 15:00:00,46.49974696992491,5.28588562616499,3.582644876542784,5.601774818887844,44.81419855110275
328,3200,2013-11-14 16:00:00,42.74578290065584,4.808682555306815,4.576199595550184,5.518898590551156,44.151188724409245
329,3200,2013-11-14 17:00:00,40.94106953711781,5.412163347744979,4.478262915203451,5.546204845226264,44.36963876181011
330,3200,2013-11-14 18:00:00,46.540964625013416,6.021714238334103,4.562799996105329,5.915624654819236,47.3249972385539
331,3200,2013-11-14 19:00:00,42.38249868329403,3.833238849270126,3.488904448935079,5.724934515130886,45.79947612104709
332,3200,2013-11-14 20:00:00,59.037315045014594,2.642924036836565,3.797329374866351,6.267483844568965,50.13987075655173
333,3200,2013-11-14 21:00:00,38.04408955378453,1.1110865624279258,3.0783370352214914,5.362624344490098,42.900994755920784
334,3200,2013-11-14 22:00:00,42.30538222423311,0.42072227302864795,1.8016696208165808,5.061447428076918,40.491579424615345
